α_1,Α
α_884,Ἅλα
α_885,Ἀλαβαστοθήκας
α_886,Ἀλάβαστον
α_887,Ἀλάβαστρον
α_888,Ἀλαβαστροθήκας
α_889,Ἀλαζών
α_890,Ἀλαζὼν καὶ κομπός
α_891,Ἀλαζονεύεσθαι
α_892,Ἀλαλαγμός
α_893,Ἁλαιεύς
α_894,Ἀλαλητόν
α_895,Ἀλαπάξαι
α_896,Ἀλάστωρ
α_897,Ἀλάστωρ
α_898,Ἀλάστωρ
α_899,Ἀλάστωρ
α_900,Ἀλάστορον
α_901,Ἀλάστορα προσβαλεῖν
α_902,Ἀλάστωρ
α_903,Ἀλάστωρ
α_904,Ἀλάστωρ
α_905,Ἀλᾶται
α_906,Ἄλγεα
α_907,Ἀλδαίνων
α_908,Ἀλέα
α_909,Ἀλεεινός
α_910,Ἁλεῖται
α_911,Ἀλείτης
α_912,Ἀλείφατι
α_913,†Ἀλειφοίβιον†
α_914,Ἀλείψας
α_915,Ἀλέας
α_916,Ἀλέξανδρος
α_917,Ἅλας ἄγων καθεύδεις
α_918,Ἀλέξειν
α_919,Ἀλεξίκακον
α_920,Ἀλεξίλογα
α_921,Ἀλεξήματα
α_922,Ἀλεξητῆρα
α_923,Ἀλεξήσοντα
α_924,Ἀλεξιφάρμακον
α_925,Ἀλεξιφάρμακα
α_926,†Ἀλέοιμι†
α_927,Ἀλετρίβανον
α_928,Ἁλεσούριον
α_929,Ἀλευάδαι
α_930,Ἀλευρόμαντις
α_931,Ἀλευρόττησις
α_932,Ἀλευραττίς
α_933,Ἀλεύσω
α_934,Ἀληθῆ καὶ τὰς ἀληθείας
α_935,Ἄληθες
α_936,Ἀληθέστερα τῶν ἐπὶ Σάγρᾳ
α_937,Ἀλληλίζειν
α_938,Ἀληθέγγυος ὅμηρος
α_939,Ἀληλιμμένον
α_940,Ἀλήπτως
α_941,Ἀλητεύω
α_942,Ἄλητον
α_943,Ἀλλ’ ἤ
α_944,†Ἀλία†
α_945,Ἁλιάδας
α_946,Ἁλιεύεσθαι
α_947,Ἁλιακή
α_948,Ἀλίαστον
α_949,Ἀλίβας
α_950,Ἄλιμον
α_951,Ἁλιμούσιος
α_952,Ἀλίνουσιν
α_953,Ἁλίπαστα
α_954,Ἀλινδῆθραι
α_955,Ἁλίπεδον
α_956,Ἁλίπεδον
α_957,Ἁλίπλοα
α_958,Ἁλιρρόθιον
α_959,Ἁλιρρόθιος
α_960,Ἅλις ἀφύης μοι, παρατέταμαι γὰρ ἐσθίων
α_961,Ἅλις
α_962,Ἅλις
α_963,Ἀλῖσαι
α_964,Ἀλισγηθέν
α_965,Ἀλισγημάτων
α_966,Ἁλίσκει
α_967,Ἁλίσκεται
α_968,Ἅλις τοῦδε
α_969,Ἁλίσπαρτον
α_970,Ἀλιτρία
α_971,Ἀλιτήμων
α_972,Ἀλιτήριος
α_973,Ἀλιτήριοι
α_974,Ἀλιτρίας
α_975,Ἁλιῶς
α_976,Ἀλκάθω καὶ ἀλκάθειν
α_977,Ἀλκαία
α_978,†Ἀλκμαίων†
α_979,Ἀλκμαιωνίδαι
α_980,Ἀλκυών
α_981,Ἀλκυονίδες ἡμέραι
α_982,Ἄλκαρ
α_983,Ἀλκύωρον
α_984,Ἀλκέτας
α_985,Ἀλκιβιάδης
α_986,Ἀλκίμαχος
α_987,Ἀλλ’ ἄναξ
α_988,Ἀλλὰ †οὐ†
α_989,Ἀλλὰ γάρ
α_990,Ἀλλὰ χρή
α_991,Ἀλλὰ χρή
α_992,Ἀλλαχοῖ καὶ ἀλλαχόσε
α_993,Ἀλλάχθητε
α_994,Ἀλληγορία
α_995,Ἄλλῃ
α_996,Ἀλλογνοεῖν
α_997,Ἀλλοδαπά
α_998,Ἀλλήλων
α_999,Ἀλλοθρόους
α_1000,Ἀλλόκοτον
α_1001,Ἀλλοπρόσαλλος
α_1002,Ἀλλοτριόγνωμος
α_1003,Ἀλλοτρίως
α_1004,Ἄλλως
α_1005,Ἄλλως τε
α_1006,Ἀλλοτριονομοῦντες
α_1007,Ἄλλην δρῦν βαλάνιζε
α_1008,Ἄλλος ἄλλον
α_1009,Ἄλλος
α_1010,Ἄλλο ἕτερον
α_1011,Ἄλλος οὗτος Ἡρακλῆς
α_1012,Ἀλλόφασις
α_1013,Ἀλλοφάσειν
α_1014,Ἀλλοφάσειν
α_1015,Ἀλλοφάτοις
α_1016,Ἅλμα
α_1017,Ἁλμάδες
α_1018,Ἁλμυρίδες
α_1019,Ἁλμυρόν
α_1020,Ἀλοάσαντα
α_1021,Ἀλοᾶν
α_1022,Ἀλοία
α_1023,Ἁλοῖεν
α_1024,Ἀλογήσει
α_1025,Ἀλογίου δίκη
α_1026,Ἄλογα
α_1027,Ἄλογοι ἐρανισταί
α_1028,Ἁλῶα
α_1029,Ἀλοῶν
α_1030,Ἀλύειν
α_1031,Ἁλόντες
α_1032,Ἁλὸς ἄχνη
α_1033,Ἁλὸς θείοιο
α_1034,Ἀλοστατεῖ
α_1035,Ἀλοκίζειν
α_1036,Ἀλοιμός
α_1037,Ἀλοιφή
α_1038,Ἄλοπον
α_1039,Ἄλογοι ἐρανισταί
α_1040,Ἀλογίαν
α_1041,Ἁλόννησος
α_1042,Ἀλόπη
α_1043,Ἁλοσύδνης
α_1044,Ἁλουργά
α_1045,Ἁλουργικά
α_1046,Ἁλουργίς
α_1047,Ἁλουργοπωλική
α_1048,†Ἁλουργαῖον
α_1049,Ἀλόχευτος
α_1050,Ἁλοῦσα
α_1051,Ἀλύβας
α_1052,Ἄλυδις
α_1053,Ἄλυδις
α_1054,Ἀλύει
α_1055,Ἀλυκτεῖν
α_1056,Ἀλύξαι
α_1057,Ἄλυπος
α_1058,Ἄλυπον †ἄνθος† ἀνίας
α_1059,Ἀλυσθαίνειν
α_1060,Ἄλυς
α_1061,Ἀλυσιτελές
α_1062,Ἁλύσιον
α_1063,Ἀλυσκάζειν
α_1064,Ἄλφα
α_1065,Ἀλφάνει
α_1066,Ἀλφαίνειν
α_1067,Ἀλφαίνει
α_1068,Ἀλφινία
α_1069,Ἀλφηστῇσιν
α_1070,Ἄλφι
α_1071,Ἄλφιτα
α_1072,Ἀλφιταμοιβοί
α_1073,Ἀλφιτόχρωτος
α_1074,Ἀλφιτεῖς
α_1075,Ἀλφίτων στοά
α_1076,Ἀλφός
α_1077,Ἀλφούς
α_1078,†Ἅλω
α_1079,Ἁλῷ
α_1080,Ἁλῶα
α_1081,Ἁλῶα
α_1082,Ἁλωαί
α_1083,Ἀλώβητον
α_1084,Ἀλώμενος
α_1085,Ἀλωπόχρους
α_1086,Ἁλώνητος
α_1087,Ἁλῶναι
α_1088,Ἀλώπηξ δωροδοκεῖται
α_1089,Ἀλώπηξ τὸν βοῦν ἐλαύνει
α_1090,Ἀλωπεκῆθεν
α_1091,Ἀλωπεκόννησος
α_1092,Ἁλώσιμα
α_1093,Ἁλωτοί
α_1094,Ἀλωπεκέως
α_1095,Ἅμα
α_1096,Ἁμάδρυα
α_1097,Ἀμᾶν
α_1098,Ἀμάδοκος
α_1099,Ἀμαζόνιον
α_1100,Ἀμαθίας ὕψος
α_1101,Ἀμαθία
α_1102,Ἀμαθής
α_1103,Ἀμαιμάκ<ετ>ον
α_1104,Ἀμαλθείας βίος
α_1105,Ἀμαλθείας κέρας
α_1106,Ἀμαλθεύειν
α_1107,Ἀμαλδύνεσθαι
α_1108,Ἀμάλθακτον
α_1109,Ἀμαλόν
α_1110,Ἀμαλλεῖον
α_1111,Ἀμάμαξυς
α_1112,Ἀμαμιθάδες
α_1113,Ἁμαμηλίδας
α_1114,Ἅμαξα τὸν βοῦν ἐλαύνει
α_1115,Ἅμαξα
α_1116,Ἀμαξαντεύς
α_1117,Ἁμαξίδας
α_1118,Ἁμαξιαῖα ῥήματα
α_1119,Ἁμαξεύς
α_1120,Ἁμαξιτόν
α_1121,Ἆμαρ
α_1122,Ἀμάραι
α_1123,Ἀμάρακος
α_1124,Ἀμάραντον
α_1125,Ἀμαρεῖν
α_1126,Ἀμάρην
α_1127,Ἀμάρῃσι
α_1128,Ἀμάρη
α_1129,†Ἀμαρία†
α_1130,Ἀμαρυγή
α_1131,Ἀμάρυγμα
α_1132,Ἀμαρύσσει
α_1133,Ἀμαρυγάς
α_1134,Ἀμαρύσια
α_1135,Ἀμαρύσσειν καὶ ἀμαρύζειν
α_1136,Ἀμαρτυρήτως
α_1137,Ἄμαρτυς
α_1138,Ἁμαρτεῖν
α_1139,Ἁμαρτίαν
α_1140,Ἁμαρτωλῶς
α_1141,Ἁμαρτωλία
α_1142,Ἁμαρτωλή
α_1143,Ἁμαρτ<ί>ας
α_1144,Ἁματροχιά
α_1145,Ἀμαυρά
α_1146,Ἀμαυρόβιοι
α_1147,Ἀμαυρός
α_1148,Ἀμαυροῖς
α_1149,Ἄμαχον
α_1150,Ἄμαχος
α_1151,Ἄμαχον πνῖγος
α_1152,Ἄμαχον <κακόν>
α_1153,Ἀμαχί
α_1154,Ἀμαχητί
α_1155,Ἀμάχετοι
α_1156,Ἄμαχοι
α_1157,Ἀμάχαιρος
α_1158,Ἀμβλίσκουσιν
α_1159,Ἀμβλύς
α_1160,Ἀμβλυώττειν
α_1161,Ἀμβλωθρίδια
α_1162,Ἀμβλῶσαι καὶ ἐξαμβλῶσαι
α_1163,Ἄμβλωσις καὶ ἀμβλωθέντες
α_1164,Ἀμβλωπός
α_1165,Ἀμβλυφαεῖ
α_1166,Ἀμβλυδερκές
α_1167,Ἀμβλὺς ὄρθρος
α_1168,Ἀμβρακοῦ καὶ ἀπαμβρακοῦ
α_1169,Ἀμβρόσιον
α_1170,Ἄμβροτα
α_1171,Ἀμβρακία
α_1172,Ἄμβρυτοι καὶ ἀμβρύττιοι
α_1173,Ἄμβωνες
α_1174,Ἄμβωνες
α_1175,Ἀμέθυστον
α_1176,Ἀμείβεσθαι
α_1177,Ἀμείβεται
α_1178,Ἀμείβων
α_1179,Ἀμείβεται
α_1180,Ἀμειδές
α_1181,Ἀμείλικτος
α_1182,Ἀμείλιχος
α_1183,Ἀμέλει
α_1184,Ἀμελλητί
α_1185,Ἀμελία καὶ ἀμέλεια
α_1186,Ἀμειψόμεθα
α_1187,Ἀμέργειν
α_1188,Ἀμήρυτον
α_1189,Ἀμηγέπη
α_1190,Ἀμήσαντες
α_1191,Ἀμητῆρες
α_1192,Ἀμητός
α_1193,Ἀμηχανία
α_1194,Ἀμήχανον
α_1195,Ἄμης
α_1196,Ἀμήτορος
α_1197,Ἁμίδα
α_1198,Ἁμίδας
α_1199,Ἁμίς
α_1200,Ἀμιθρεῖν
α_1201,Ἅμιλλα
α_1202,Ἁμιλλητηρίους λόγους
α_1203,Ἅμιλλον
α_1204,Ἀμισόν
α_1205,Ἀμμάς
α_1206,Ἀμμάθω
α_1207,Ἀμμαλώ
α_1208,Ἅμματα
α_1209,Ἀμμωνίς
α_1210,Ἀμμών
α_1211,Ἀμμών
α_1212,Ἅμιππον
α_1213,Ἅμιπποι
α_1214,Ἀμογητί
α_1215,Ἁμόθεν
α_1216,Ἀμοιβή
α_1217,Ἀμοιγέποι
α_1218,Ἀμοιβαία ἔκτισις
α_1219,Ἀμοιβαδόν
α_1220,Ἀμοιρῆσαι
α_1221,Ἄμοιροι
α_1222,Ἀμολγόν
α_1223,Ἀμόργινα
α_1224,Ἀμοργίς
α_1225,Ἀμνὴν θερίζειν
α_1226,Ἀμνημυοῦντες
α_1227,†Ἀμνησία
α_1228,Ἀμνήστευτος γυνή
α_1229,Ἀμνίον
α_1230,Ἀμνοὶ τοὺς τρόπους
α_1231,Ἀμνός
α_1232,Ἀμνόν
α_1233,Ἀμοργοί
α_1234,Ἀμόργματα
α_1235,Ἀμοργοὶ πόλεως ὄλεθροι
α_1236,Ἀμοργίδα
α_1237,Ἀμόρφωτος
α_1238,Ἀμοχθί
α_1239,Ἄμουσα
α_1240,Ἀμούσωτος
α_1241,Ἀμπαλίνωρος
α_1242,Ἀμπεχόμενος
α_1243,Ἀμπεχόνη
α_1244,Ἀμπέλιοι
α_1245,Ἀμπελουργὸς καὶ ἀμπελουργεῖν
α_1246,Ἀμπέχονον
α_1247,Ἀμπέχει καὶ ἅπτει
α_1248,Ἀμπλακίαις
α_1249,Ἀμπρεύειν
α_1250,Ἀμπρευτής
α_1251,Ἀμπρεύοντι
α_1252,Ἄμπρον
α_1253,Ἄμπυκας
α_1254,Ἄμπυξ
α_1255,Ἄμπυκες
α_1256,Ἀμπυκοῖς καὶ καταμπυκοῖς
α_1257,Ἄμπωτις
α_1258,Ἀμυδρά
α_1259,Ἀμυδρῶς
α_1260,Ἀμύητος
α_1261,Ἀμύμων
α_1262,Ἄμυνα
α_1263,Ἄμυνα
α_1264,Ἀμυνάθειν καὶ ἀμυνάθετε
α_1265,Ἀμυδροῦνται
α_1266,Ἀμυδροῦται τὰ πράγματα
α_1267,Ἀμυνίας
α_1268,Ἄμυντρονἀμυνάνδρως
α_1269,Ἀμύνεσθαι
α_1270,Ἀμύντης καὶ ἀλκήστης
α_1271,Ἀμύναιντο
α_1272,Ἀμύντωρ
α_1273,Ἀμύξ
α_1274,Ἄμυξις
α_1275,Ἄμυρις μαίνεται
α_1276,Ἄμυροι
α_1277,Ἀμύσσει
α_1278,Ἀμυστὶ πιεῖν
α_1279,Ἄμυστις
α_1280,Ἀμυσχῆναι
α_1281,Ἀμύττεται
α_1282,Ἀμυσχρόν
α_1283,Ἀμυχή
α_1284,Ἀμυχρόν
α_1285,Ἀμύλους καὶ τὸν ἄμυλον
α_1286,Ἀμυγδαλῆ
α_1287,Ἄμυδις
α_1288,Ἀμύητος
α_1289,Ἀμυκλᾶδες
α_1290,Ἀμυλιδωτόν
α_1291,Ἀμφαξονεῖν
α_1292,Ἀμφαρίστερος
α_1293,Ἀμφ’ αὐτούς
α_1294,Ἀμφαδόν
α_1295,Ἀμφέξομαι
α_1296,Ἀμφέμενον
α_1297,Ἄμφηκες
α_1298,Ἀμφηρεφές
α_1299,Ἀμφηρικόν
α_1300,Ἀμφήριστον
α_1301,Ἀμφηγάπαζες
α_1302,Ἀμφὶ περί
α_1303,Ἀμφιανακτίζειν
α_1304,Ἀμφὶ ἄνακτας
α_1305,Ἀμφιάραος καὶ Ἀμφιάρεως
α_1306,Ἀμφὶ ἀγορὰν πλήθουσαν
α_1307,Ἀμφίβιον
α_1308,Ἀμφίβληστρον
α_1309,Ἀμφίβολοι
α_1310,Ἀμφιγνοεῖν
α_1311,Ἀμφιγύοισι
α_1312,Ἀμφιδέα<ι>
α_1313,Ἀμφιδεές
α_1314,Ἀμφιδεξίοις χερσί
α_1315,†Ἀμφιδέξιοι† μῦθοι
α_1316,Ἀμφιδέας
α_1317,Ἀμφιδρομία
α_1318,Ἀμφιδρανές
α_1319,Ἀμφίδοχμοι λίθοι
α_1320,Ἀμφίδρομος πορθμός
α_1321,Ἀμφίδρομος δαίμων
α_1322,Ἀμφίδρομος
α_1323,Ἀμφίδρυμα τὸ ἐν ταῖς Σφενδόναις
α_1324,Ἀμφίδουλος
α_1325,Ἀμφιετηρίς
α_1326,Ἀμφιέσασθαι
α_1327,Ἀμφιετίδαι
α_1328,Ἀμφιετιζομένας
α_1329,Ἀμφιθαλής
α_1330,Ἀμφίθετον <φιάλην>
α_1331,Ἀμφίθυρος
α_1332,Ἀμφίκαυστις
α_1333,Ἀμφικελέμνους
α_1334,Ἀμφικέφαλος κλίνη
α_1335,Ἀμφίκρανος ὕδρα
α_1336,Ἀμφίκρανος ῥάβδος
α_1337,Ἀμφικίων ναός
α_1338,Ἀμφίκρημνος
α_1339,Ἀμφικτύονες
α_1340,Ἀμφικτύονες
α_1341,Ἀμφίκορος
α_1342,Ἀμφιλαφές
α_1343,Ἀμφιλογῆσαι
α_1344,Ἀμφιλαφία
α_1345,Ἀμφιλαφής
α_1346,Ἀμφιλαφῆ κακά
α_1347,Ἀμφίκορος
α_1348,Ἀμφίκουρον
α_1349,Ἀμφίμα<λ>λον
α_1350,Ἀμφιμάσχαλος χιτών
α_1351,Ἀμφιμάτορας
α_1352,Ἀμφιμήτωρ
α_1353,†Ἀμφιματῶσαι†
α_1354,Ἀμφιμήτρια
α_1355,Ἀμφίμιλλον
α_1356,Ἄμφιον
α_1357,Ἀμφιορκία
α_1358,Ἀμφιπλίξ
α_1359,Ἀμφίπολις
α_1360,Ἀμφίπολος
α_1361,Ἀμφίπρυμνος λόγος
α_1362,Ἀμφιρύτη
α_1363,Ἀμφιπλήκτοις
α_1364,Ἀμφίσβαινα
α_1365,Ἀμφισβητεῖν καὶ παρακαταβάλλειν
α_1366,Ἀμφισβητεῖν
α_1367,Ἀμφισβητήσιμον
α_1368,Ἄμφι<σ>σα
α_1369,Ἀμφιστεφέες
α_1370,Ἀμφίταποι
α_1371,Ἀμφὶ τὸ λυκόφως
α_1372,Ἀμφιτρυχῆ
α_1373,Ἀμφίσβατα
α_1374,Ἀμφιφορεῖα
α_1375,Ἀμφιφορεῦσι
α_1376,Ἀμφι<πά>τορες
α_1377,Ἀμφὶ τὰ στρατεύματα δαπανᾶν
α_1378,Ἀμφίχυτον
α_1379,Ἄμφοδον
α_1380,Ἀμφορεαφόρους
α_1381,Ἀμφορεῖς
α_1382,Ἀμφότερα
α_1383,Ἀμφοτερόπλουν
α_1384,Ἄμφω τὼ χεῖρε
α_1385,Ἀμφοτέρως εἰπεῖν, ὁποῖόν τί ἐστι τοῦτο
α_1386,Ἀμφορῆ
α_1387,Ἀμφώβολα
α_1388,Ἀμφώτιδας
α_1389,Ἀμφιφόων
α_1390,Ἄμφω
α_1391,Ἀμωσγέπως
α_1392,Ἀμῶσιν
α_1393,Ἄνα
α_1394,Ἀναβάτης
α_1395,Ἀναβαλλίδας
α_1396,Ἀνάβαλλε
α_1397,Ἀναβάδην καθῆσθαι
α_1398,Ἀναβαλοῦ
α_1399,Ἀναβάλλεσθαι τὸ ἱμάτιον
α_1400,Ἀναβάλλειν
α_1401,Ἀναβασμοί
α_1402,Ἀναβεβαμένοι
α_1403,Ἀναβέβρυχεν
α_1404,Ἀναβεβρασμένη
α_1405,Ἀνάβηθιἀνάβα
α_1406,Ἀναβήσομαι
α_1407,Ἀναβιβῶμαι
α_1408,Ἀναβιῴηνἀναβιούς
α_1409,Ἀναβιώσκεσθαι
α_1410,Ἀναβιώσκειν
α_1411,Ἀναβοθρεύουσιν
α_1412,Ἀναβόλιμοι δίκαι
α_1413,Ἀναβολή
α_1414,Ἀναβλυσθωνῆσαι
α_1415,Ἀναβράσσουσιν
α_1416,Ἀναγαγών
α_1417,Ἀνάγειν
α_1418,Ἀναγεῖς
α_1419,Ἀναγινωσκομένους
α_1420,Ἀναγαλλίς
α_1421,Ἀναγκαῖον
α_1422,Ἀναγαγγανεύουσιν
α_1423,Ἀναγκαία
α_1424,Ἀναγκαῖοι πολεμισταί
α_1425,Ἀναγκαῖοι
α_1426,Ἀνάγκη
α_1427,Ἀνάγκης ἄτρακτον
α_1428,Ἀνάγραπτον
α_1429,Ἀναγκόδακρυς
α_1430,Ἀναγυράσιον
α_1431,Ἀναγυροῦς
α_1432,Ἀναγυράσιος δαίμων
α_1433,Ἀνάγυρον κινεῖν
α_1434,Ἀναγρύζειν
α_1435,Ἀνάγνωσις
α_1436,Ἀναγνῶναι
α_1437,Ἀναγχίππους
α_1438,Ἀναγωγή
α_1439,Ἀνάγωγος
α_1440,Ἀναγωγότερον
α_1441,Ἀναγώγῳ
α_1442,Ἀναγώνιστος
α_1443,Ἀναγωγή
α_1444,Ἀνάδαστα καὶ ἀναδασμός καὶ ἀναδάσασθαι
α_1445,Ἀναδέσμην
α_1446,Ἀναδεῖ
α_1447,Ἀναδαιμονίζειν
α_1448,Ἀναδήσασθαι
α_1449,Ἀναδέχομαι
α_1450,Ἀναδιδοῦσαν
α_1451,Ἀναγνῶσαι
α_1452,Ἀναδιδάξαι
α_1453,Ἀναδικάσασθαι
α_1454,Ἀναδενδρᾷς
α_1455,Ἀνάδικοι κρίσεις
α_1456,Ἀνάδοχος καὶ ἀναδέχεσθαι
α_1457,Ἀναδούμενος
α_1458,Ἀναδοιδυκίζειν
α_1459,Ἀναδῦναι
α_1460,Ἀναδεύειν
α_1461,Ἀναδρύψει
α_1462,†Ἀναδρύματα†
α_1463,Ἀναδρομαί
α_1464,Ἀναδῦναι
α_1465,Ἀναδύεσθαι
α_1466,Ἀναδυόμενος
α_1467,Ἀναζεύξας
α_1468,Ἀναζυγαῖς
α_1469,Ἀναζυγῶσαι
α_1470,Ἀναζωπυρῆσαι
α_1471,Ἄνθης
α_1472,Ἀναθέσθαι
α_1473,Ἀναθερμαίνειν τὰς φρένας, τὴν γνώμην, τὸν νοῦν
α_1474,Ἀναθέντας
α_1475,Ἀναθεῖναι καὶ ἐπαναθεῖναι
α_1476,Ἀναθηλήσει
α_1477,Ἀνάθημα
α_1478,Ἀναθολῶσαι
α_1479,Ἀναθρεῖ
α_1480,<Ἀναθεῖ>
α_1481,Ἀναθρούμενα
α_1482,Ἀναθρώσκει
α_1483,Ἀναθυᾶν
α_1484,Ἀναθύοντες
α_1485,Ἀναθύειν
α_1486,Ἄναια
α_1487,Ἀναιδεία καὶ ἀγνοία
α_1488,Ἀναιδὲς καὶ θρασὺ βλέπειν
α_1489,Ἀναίδην
α_1490,Ἀναίμονες
α_1491,Ἀναιμωτί
α_1492,Ἀναίνομαι
α_1493,Ἀναίνεσθαι
α_1494,Ἀναιρεθείς
α_1495,Ἀναιρεῖν
α_1496,Ἀναισιμοῦν
α_1497,Ἀναίτιος εἶναι ἀφροσύνης
α_1498,Ἀνακάθαρσις
α_1499,Ἀνακούς
α_1500,Ἀνακαίασιν
α_1501,Ἀνακάθισαι
α_1502,Ἀνακαλυπτήρια
α_1503,Ἀνακές
α_1504,Ἀνάκεια
α_1505,Ἀνακῶν
α_1506,Ἀνακεφαλαιοῦται
α_1507,Ἀνακῶς
α_1508,Ἀνακορεῖνκορεῖν
α_1509,Ἀναιτίατος
α_1510,Ἀναίσχυντος καὶ σιδηροῦς ἄνθρωπος
α_1511,Ἀνακαλλύνειν
α_1512,Ἀνάκειται σκώμμασιν, ἀνάκειται λοιδορίαις, ἀνάκειται πόρνοις, κύβοις, συμποσίοις
α_1513,Ἀνακεχυμένη
α_1514,Ἀνακαλπάζει
α_1515,Ἀνακηρυχθῆναι
α_1516,†Ἀνακηκεῖ†
α_1517,Ἀνάκλητος
α_1518,Ἀνακλῖναι
α_1519,Ἀνακομιδή
α_1520,Ἀνακογχυλιάσαι
α_1521,Ἀνακωχή
α_1522,Ἀνακῶς
α_1523,Ἀνακοινώσασθαι καὶ ἀνακοινῶσαι
α_1524,Ἀνακραγγάνειν
α_1525,Ἀνάκρισις
α_1526,Ἀνακρουόμεθα
α_1527,Ἄνακτες καὶ ἄνασσαι
α_1528,Ἀνακτορία
α_1529,Ἀνακτόριον
α_1530,Ἀνακτόρων
α_1531,Ἀνακωχεύειν
α_1532,Ἀνακτᾶσθαι
α_1533,Ἀνακωχῆς
α_1534,Ἀναλγήτως
α_1535,Ἀναλδές
α_1536,Ἀνάλημμα
α_1537,Ἀναλέγειν
α_1538,Ἀναλαβεῖν
α_1539,Ἀναλεῖ
α_1540,Ἀναλθές
α_1541,Ἀναλκής
α_1542,Ἄναλτος
α_1543,Ἄναλτος
α_1544,Ἀναλίσκεινἀναλοῦν
α_1545,Ἀναλοῦντες
α_1546,Ἀναλύειν
α_1547,Ἀναλύζειν
α_1548,Ἀναλυθῆναι
α_1549,Ἀναλῦσαι
α_1550,Ἀναλογισμοὶ καὶ ἀναλογίζεσθαι
α_1551,Ἀναλώματα νόμιμα
α_1552,Ἀναλφάβητος
α_1553,Ἀνάλφιτον
α_1554,Ἀναμφίδοξον
α_1555,Ἀναμάθω
α_1556,Ἀναμάττεσθαι
α_1557,Ἀναμέλποντες
α_1558,Ἀναμετρήσαιμι
α_1559,Ἀνὰ μέρος
α_1560,Ἀναμηρύσασθαι
α_1561,Ἀναμίλλητον
α_1562,Ἀναμύειν
α_1563,Ἀναμιλώσαιμι
α_1564,Ἀνανεοῦσθαι
α_1565,Ἀνανεοῦσθαι
α_1566,Ἄναντα
α_1567,Ἄνανδρος
α_1568,Ἄναντα
